/meka/addressee-meka/scatter/Viewing_Person0_Meka/	gaze/addressee	/meka/dialogact/dialogActInformer/	/meka/eval/mouth/dialogact/	meka-addressee	/videorecorder/open/	mouth/addressee	start_time	/videorecorder/start/	/videorecorder/stop/	robot-speaking	/meka/addressee-meka/scatter/Person0_Mouth/	filename	/meka/eval/gaze/dialogact/	trial	annotation_modifier	/meka/eval/all/dialogact/	/meka/addressee-meka/scatter/Addressee/	date	/videorecorder/close/	/meka/rejected/dialogact/dialogActInformer/
No	y			n - falsche person		n	165245				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	callRequest	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0CCEC3}>
Yes							166619				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0D1CE3}>
Yes							169924				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0D6563}>
No							189356				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0DADF3}>
No							212217				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0DF943}>
Yes							226006				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0E4483}>
Yes	y			n - falsche person		n	230039				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	lightOn	5	shiftedAnnotations	lightOn	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0E8D03}>
Yes	y			n - falsche person		n	230763				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0EDA13}>
No			ok				236191				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0F2103}>
Yes							238444				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0F6BB3}>
No			negation				241527				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0FB3C3}>
No							243327				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E0FFF43}>
No							252373				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E104823}>
No	n			n		y	255466				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	lightOff	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1093A3}>
No	n			n		y	255906				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E10E0E3}>
No							256327				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E112973}>
No							257560				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1171D3}>
No							262180				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E11B7E3}>
No			ok				277615				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E120043}>
No							279177				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E124633}>
Yes							280198				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E128EA3}>
No			confirmation				309298				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E12D4A3}>
Yes		#<DIALOG-ACT {1011E69623}>	ok				310064				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {1012218343}>	ok				311875				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {101221CAF3}>	ok				312458				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {10122210B3}>	ok				313574				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes	y	#<DIALOG-ACT {1012225B53}>	experimentsRequest	y			318332				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	experimentsRequest	5	shiftedAnnotations	experimentsRequest	Meka	2016-03-03_14-47-56		
Yes							320182				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	negation	5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E131D23}>
No							323101				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1365D3}>
Yes							326594				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E13B183}>
Yes							328424				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	negation	5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E13FC53}>
No							344133				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E144513}>
Yes		#<DIALOG-ACT {101222AB83}>	confirmation				352227				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
No							352915				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E148D93}>
Yes		#<DIALOG-ACT {101222F383}>	confirmation				361616				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
Yes	y	#<DIALOG-ACT {1012233BB3}>	gardenRequest	y		y	363205				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	gardenRequest	5	shiftedAnnotations	gardenRequest	Meka	2016-03-03_14-47-56		
No							366945				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E14D393}>
Yes							367604				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E151C43}>
No							380215				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1564C3}>
Yes		#<DIALOG-ACT {1012238833}>	ok				381299				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
No			packetRequest	y		y	404665				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	packetRequest	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E15ADC3}>
Yes							418985				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E15FB63}>
Yes	y	#<DIALOG-ACT {101223D033}>	lightOn	y			428217				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	lightOn	5	shiftedAnnotations	lightOn	Meka	2016-03-03_14-47-56		
Yes							429782				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E164143}>
Yes	y	#<DIALOG-ACT {1012241D13}>	lightOff	y			433140				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	lightOff	5	shiftedAnnotations	lightOff	Meka	2016-03-03_14-47-56		
Yes	y	#<DIALOG-ACT {10122469F3}>	lightOff	y			438354				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	lightOff	5	shiftedAnnotations	lightOff	Meka	2016-03-03_14-47-56		
Yes							440498				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E168763}>
Yes		#<DIALOG-ACT {101224B763}>	confirmation				456245				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
Yes							456692				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E16CFE3}>
No							459634				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E171843}>
No			confirmation				460925				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E175E43}>
Yes	y			y			469708				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	lightOn	5	shiftedAnnotations	lightOn	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E17A6E3}>
Yes	y	#<DIALOG-ACT {101224FF43}>	ok	y			470452				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {10122544F3}>	negation				476651				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	negation	5	shiftedAnnotations	negation	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {10122590B3}>	ok				482811				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {101225D893}>	negation				485685				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	negation	5	shiftedAnnotations	negation	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {1012262133}>	ok				486202				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {10122666B3}>	confirmation				486723				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
No							497345				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E17F403}>
Yes		#<DIALOG-ACT {101226AED3}>	ok				508951				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {101226F453}>	confirmation				509510				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {1012273C53}>	confirmation				511200				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {101227D3A3}>	timeRequest	 y			522223				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	timeRequest	5	shiftedAnnotations	timeRequest	Meka	2016-03-03_14-47-56		
No							529530				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E183A33}>
No							534620				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E188043}>
Yes		#<DIALOG-ACT {1012282293}>	ok				536463				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {1012286A73}>	confirmation				541351				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
No							544111				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E18C893}>
No							545353				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1910C3}>
Yes							549940				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1956A3}>
Yes		#<DIALOG-ACT {101228B333}>	ok				551562				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes	y	#<DIALOG-ACT {101228FB33}>	callRequest	y			558232				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	callRequest	5	shiftedAnnotations	callRequest	Meka	2016-03-03_14-47-56		
Yes	y			y			558902				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E199CA3}>
No							560044				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E19E523}>
Yes							561581				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	negation	5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1A2DE3}>
Yes	y	#<DIALOG-ACT {10122946A3}>	gardenRequest	y			574271				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	gardenRequest	5	shiftedAnnotations	gardenRequest	Meka	2016-03-03_14-47-56		
Yes	y			y			575112				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1A7693}>
Yes							578058				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1AC173}>
Yes							578714				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1B0A83}>
No							579581				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1B5303}>
No							589542				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1B9B83}>
Yes		#<DIALOG-ACT {10122993A3}>	ok				591365				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {101229DB63}>	ok				592433				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {10122A2133}>	ok				593674				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {10122A6BA3}>	confirmation				602913				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
Yes							615469				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	negation	5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1BE403}>
Yes							616992				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1C2CF3}>
No			confirmation				627579				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1C7583}>
Yes		#<DIALOG-ACT {10122AB753}>	ok				628923				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {10122AFF63}>	confirmation				631619				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {10122B4CB3}>	confirmation				632809				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
No			timeRequest	 y			635140				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	timeRequest	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1D10B3}>
Yes		#<DIALOG-ACT {10122BE473}>	timeRequest	 y			638451				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	timeRequest	5	shiftedAnnotations	timeRequest	Meka	2016-03-03_14-47-56		
Yes							640441				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1D6003}>
No							653740				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1DAB33}>
Yes			ok				654577				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1DF373}>
Yes		#<DIALOG-ACT {10122C8043}>	timeRequest	y 			659456				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	timeRequest	5	shiftedAnnotations	timeRequest	Meka	2016-03-03_14-47-56		
Yes		#<DIALOG-ACT {10122CCCC3}>	ok	y 			660230				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
No							661463				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1E39C3}>
Yes		#<DIALOG-ACT {10122D1553}>	experimentsRequest	y			665703				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	experimentsRequest	5	shiftedAnnotations	experimentsRequest	Meka	2016-03-03_14-47-56		
Yes							667618				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	negation	5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1E84D3}>
No							670493				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1ED053}>
Yes							672074				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E1F1B33}>
No							673991				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E200493}>
No							674933				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E204F53}>
No							675848				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E209A33}>
No							685161				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	negation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E20E2B3}>
No							685931				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E212B73}>
Yes							691147				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E2173C3}>
No							692768				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E21B9B3}>
No			ok				693791				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E220203}>
Yes	y	#<DIALOG-ACT {10122D6323}>	lightOn	y			695562				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	lightOn	5	shiftedAnnotations	lightOn	Meka	2016-03-03_14-47-56		
Yes	y			y			696493				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E2247D3}>
No							704072				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E228DD3}>
No			confirmation				705102				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E22D633}>
Yes		#<DIALOG-ACT {10122DB103}>	ok				715492				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Meka	2016-03-03_14-47-56		
No			ok				716398				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E231EB3}>
Yes							717928				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E236493}>
Yes							718870				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E23AB43}>
Yes							723482				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E23F3B3}>
Yes							724320				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	ok	5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E243C13}>
Yes							725055				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E248493}>
Yes		#<DIALOG-ACT {10122DF8E3}>	confirmation				730042				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	confirmation	5	shiftedAnnotations	confirmation	Meka	2016-03-03_14-47-56		
No							731054				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E24CD03}>
Yes	y	#<DIALOG-ACT {10122E4123}>	lightOff	y			732799				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	lightOff	5	shiftedAnnotations	lightOff	Meka	2016-03-03_14-47-56		
No	y		ok	y			733501				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E251553}>
No							733940				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E255B33}>
No			confirmation				741732				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E25A1A3}>
Yes	y	#<DIALOG-ACT {10122E90B3}>	lightOn	y			748966				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	lightOn	5	shiftedAnnotations	lightOn	Meka	2016-03-03_14-47-56		
No	y			y			749918				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E25E9F3}>
No							755309				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	ok	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E263183}>
No							756070				Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	confirmation	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E2679E3}>
Yes		#<DIALOG-ACT {10122EDDB3}>	packetRequest	y			763909				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	packetRequest	5	shiftedAnnotations	packetRequest	Meka	2016-03-03_14-47-56		
No	n			n		n	766071			y	Stable	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf		5	shiftedAnnotations	packetRequest	Other	2016-03-03_14-47-56		#<DIALOG-ACT {100E26C2B3}>
Yes	y	#<DIALOG-ACT {10122F2DB3}>	dataRequest	y			780249				Moving	study5_11_2016-03-03_14-47-56-shiftedAnnotations.eaf	dataRequest	5	shiftedAnnotations	dataRequest	Meka	2016-03-03_14-47-56		
