/meka/addressee-meka/scatter/Viewing_Person0_Meka/	gaze/addressee	/meka/dialogact/dialogActInformer/	/meka/eval/mouth/dialogact/	meka-addressee	/videorecorder/open/	mouth/addressee	start_time	/videorecorder/start/	/videorecorder/stop/	robot-speaking	/meka/addressee-meka/scatter/Person0_Mouth/	filename	/meka/eval/gaze/dialogact/	trial	annotation_modifier	/meka/eval/all/dialogact/	/meka/addressee-meka/scatter/Addressee/	date	/videorecorder/close/	/meka/rejected/dialogact/dialogActInformer/
Yes	y experimentsRequest	#<DIALOG-ACT {100EBD3E53}>	experimentsRequest	y			566939				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	experimentsRequest	2	shiftedAnnotationsExactly	experimentsRequest	Meka	2016-02-26_13-42-09		
Yes							569043				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	negation	2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011DEC7A3}>
No			ok				571697				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011DF13A3}>
Yes							573287				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011DF5E53}>
No			ok				575157				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011DFA453}>
No							576141				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011DFEEF3}>
Yes							583221				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E03613}>
No							585979				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E07E63}>
No							586579				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E0C6D3}>
Yes							588307				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E10FA3}>
Yes	y gardenRequest			y			591676				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	gardenRequest	2	shiftedAnnotationsExactly	gardenRequest	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E155D3}>
Yes	y gardenRequest			y			595087				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	gardenRequest	2	shiftedAnnotationsExactly	gardenRequest	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E1A583}>
Yes	gardenRequest y	#<DIALOG-ACT {100EBD8C43}>	gardenRequest	y		y	599217				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	gardenRequest	2	shiftedAnnotationsExactly	gardenRequest	Meka	2016-02-26_13-42-09		
Yes							602406				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	confirmation	2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E1F293}>
No							603630				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E23B23}>
No			lightOff	y		y	609168				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	lightOff	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E28403}>
No							614051				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E2D143}>
No							615364				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E31A13}>
No							616108				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E36273}>
Yes	y lightOn			y - falsche person		n	621867				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	lightOn	2	shiftedAnnotationsExactly	lightOn	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E3A8A3}>
No			ok				623535				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E3F5E3}>
Yes		#<DIALOG-ACT {100EBDDB13}>	ok				624542				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Meka	2016-02-26_13-42-09		
Yes	dataRequest y	#<DIALOG-ACT {100EBE2133}>	dataRequest	y		y	626888				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	dataRequest	2	shiftedAnnotationsExactly	dataRequest	Meka	2016-02-26_13-42-09		
No							629142				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E440E3}>
Yes							630109				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	confirmation	2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E492D3}>
Yes		#<DIALOG-ACT {100EBE6F23}>	confirmation				630630				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	confirmation	2	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_13-42-09		
Yes							633121				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E4DB63}>
Yes	y			n		n	634709			y	Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	lightOn	2	shiftedAnnotationsExactly	lightOn	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E528A3}>
No							644689				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E575F3}>
Yes	callRequest y			y		y	648606				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	callRequest	2	shiftedAnnotationsExactly	callRequest	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E5C163}>
Yes	callRequest y	#<DIALOG-ACT {100EBEB783}>	callRequest	y			653800				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	callRequest	2	shiftedAnnotationsExactly	callRequest	Meka	2016-02-26_13-42-09		
No							657121				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E60FA3}>
No							660837				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011E65B03}>
No							662651				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011EC2103}>
Yes							667096				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	ok	2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011EC6983}>
No							672200				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011ED3603}>
Yes	lightOn y	#<DIALOG-ACT {100EBF0323}>	lightOn	y		y	674064				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	lightOn	2	shiftedAnnotationsExactly	lightOn	Meka	2016-02-26_13-42-09		
Yes	y			y falsche Person		n	679943				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf	lightOn	2	shiftedAnnotationsExactly	lightOn	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011ED7C13}>
No			negation				681405				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	negation	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011EDC963}>
No			ok				682636				Moving	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011EE1203}>
No							685857				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly		Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011EE57F3}>
No							687561				Stable	study2_11_2016-02-26_13-42-09-shiftedAnnotationsExactly.eaf		2	shiftedAnnotationsExactly	ok	Other	2016-02-26_13-42-09		#<DIALOG-ACT {1011EEA103}>
							24439					study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation		2016-02-26_14-36-09		#<DIALOG-ACT {1011B180D3}>
							25074					study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation		2016-02-26_14-36-09		#<DIALOG-ACT {1011B1CC13}>
	n			n - falsche person		n	28699					study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	lightOn		2016-02-26_14-36-09		#<DIALOG-ACT {1011B21553}>
							32442					study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok		2016-02-26_14-36-09		#<DIALOG-ACT {1011B26263}>
							35402					study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation		2016-02-26_14-36-09		#<DIALOG-ACT {1011B2A893}>
							37540					study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok		2016-02-26_14-36-09		#<DIALOG-ACT {1011B2F123}>
No	n			n - falsche person		n	39326				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	timeRequest	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B38523}>
No							40922				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B3D233}>
Yes		#<DIALOG-ACT {100E8697D3}>	confirmation				44881				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
No							55051				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B41FF3}>
No							59950				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B46843}>
No							65361				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B4B3C3}>
No							66721				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B4FEE3}>
No							68992				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B544F3}>
No							69923				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B58D93}>
No	n		dataRequest	n - falsche person		n	72869				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	dataRequest	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B5D8A3}>
No	n			n - falsche person		n	73809				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B62713}>
No							75019				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B66FD3}>
No	n			n - falsche person		n	76060				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	timeRequest	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B705F3}>
No	n			n - falsche person		n	76596				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B752F3}>
Yes							78706				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B79B83}>
No							79911				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B7E413}>
No							82015				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B82F73}>
Yes							82521				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B87803}>
No							82992				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B8BE13}>
Yes							88910				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B906A3}>
No			ok				92767				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B951D3}>
No							97971				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B99D23}>
Yes							104542				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011B9E863}>
No							115727				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BA31A3}>
No							126188				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BA7CF3}>
No							126764				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BACA33}>
No			ok				134994				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BB12B3}>
No							139627				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BB5AE3}>
No							147020				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BBA103}>
No			confirmation				148221				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BBEC43}>
No							152740				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BC3633}>
Yes		#<DIALOG-ACT {100EB784D3}>	confirmation				153964				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EB7CCD3}>	confirmation				155131				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
Yes							161308				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BC8173}>
Yes		#<DIALOG-ACT {100EB861F3}>	timeRequest	y			162244				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	timeRequest	3	shiftedAnnotationsExactly	timeRequest	Meka	2016-02-26_14-36-09		
No							164253				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BCCC43}>
No							164817				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BD1753}>
Yes		#<DIALOG-ACT {100EB8AF13}>	lightOn	y			169947				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOn	3	shiftedAnnotationsExactly	lightOn	Meka	2016-02-26_14-36-09		
No							172420				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BD5FD3}>
Yes		#<DIALOG-ACT {100EB8FBF3}>	confirmation				173463				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
No			ok				174289				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BDA883}>
No			ok				182401				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BDEE73}>
Yes	n	#<DIALOG-ACT {100EB946E3}>	lightOn	n		y	186031				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOn	3	shiftedAnnotationsExactly	lightOn	Meka	2016-02-26_14-36-09		
No							190948				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BE37C3}>
Yes							194000				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	negation	3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BE7DC3}>
Yes							198475				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BEC673}>
Yes							218691				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BF0FA3}>
No			ok				221080				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BF57D3}>
No							229931				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BF9EB3}>
No							231739				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011BFE713}>
Yes		#<DIALOG-ACT {100EB9E2C3}>	timeRequest	 y			236986				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	timeRequest	3	shiftedAnnotationsExactly	timeRequest	Meka	2016-02-26_14-36-09		
Yes							238612				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C02CF3}>
Yes		#<DIALOG-ACT {100EBA30F3}>	ok				240239				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes	y	#<DIALOG-ACT {100EBA7693}>	lightOn	y			258157				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOn	3	shiftedAnnotationsExactly	lightOn	Meka	2016-02-26_14-36-09		
Yes	y	#<DIALOG-ACT {100EBAC353}>	ok	y			258869				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EBB0D93}>	ok				260259				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes							263899				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C072F3}>
No							271358				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C63B83}>
No	n		lightOff	n - falsche person		n	274030				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	lightOff	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C68443}>
No							276527				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C6D3D3}>
No							281918				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C71C43}>
No	y		lightOn	y - falsche person		n	289335				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	lightOn	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C764D3}>
Yes		#<DIALOG-ACT {100EBB5333}>	lightOn	y			292355				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	lightOn	3	shiftedAnnotationsExactly	lightOn	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EBBA093}>	ok				294985				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EBBE5F3}>	ok				296557				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes							298840				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C7B613}>
No							305919				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C7FE73}>
No			negation				307570				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C846F3}>
No							308867				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C88FA3}>
No							309520				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C8D5A3}>
No							311569				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C91EB3}>
No							316900				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C964B3}>
No			ok				318627				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C9AD23}>
No							326010				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	negation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011C9F583}>
No			confirmation				330039				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	confirmation	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011CA3E53}>
No							334271				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011CA86D3}>
Yes		#<DIALOG-ACT {100EBC2B63}>	ok				335058				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	ok	3	shiftedAnnotationsExactly	ok	Meka	2016-02-26_14-36-09		
Yes		#<DIALOG-ACT {100EBC70E3}>	confirmation				336642				Moving	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf	confirmation	3	shiftedAnnotationsExactly	confirmation	Meka	2016-02-26_14-36-09		
No							377496				Stable	study3_11_2016-02-26_14-36-09-shiftedAnnotationsExactly.eaf		3	shiftedAnnotationsExactly	ok	Other	2016-02-26_14-36-09		#<DIALOG-ACT {1011CACCE3}>
